
# =====================================
# FECHA: 27/05/2026 13:49 PM
# =====================================
24.5 49.6 776.21 0.0 1328.0
24.5 49.7 776.18 0.0 1330.0
24.5 49.7 776.2 0.0 1333.0
24.5 49.7 776.18 0.0 1322.0
24.5 49.8 776.2 0.0 1324.0
24.5 49.7 776.22 0.0 1323.0
24.5 49.7 776.21 0.0 1311.0
24.5 49.6 776.16 0.0 1318.0
24.5 49.8 776.16 0.0 1328.0
24.5 49.8 776.13 0.0 1316.0
24.5 49.8 776.11 0.0 1330.0
24.5 49.8 776.15 0.0 1315.0
24.5 49.7 776.16 0.0 1328.0
24.5 49.7 776.16 0.0 1316.0
24.5 49.7 776.19 0.0 1323.0
24.5 49.7 776.18 0.0 1322.0
24.5 49.8 776.12 0.0 1323.0
24.5 49.7 776.16 0.0 1315.0
24.5 49.8 776.17 0.0 1328.0
24.5 49.8 776.15 0.0 1314.0
24.5 49.8 776.14 0.0 1315.0
24.5 49.6 776.15 0.0 1323.0
24.5 49.5 776.15 0.0 1328.0
24.5 49.4 776.15 0.0 1328.0
24.5 49.4 776.13 0.0 1328.0
24.5 49.5 776.15 0.0 1315.0
24.5 49.5 776.13 0.0 1324.0
24.5 49.6 776.11 0.0 1316.0
24.5 49.7 776.13 0.0 1312.0
24.5 49.6 776.09 0.0 1315.0
24.5 49.4 776.12 0.0 1328.0

# =====================================
# FECHA: 27/05/2026 14:31 PM
# =====================================
24.5 49.4 776.11 0.0 1313.0
24.5 49.5 776.11 0.0 1322.0
24.5 49.5 776.13 0.0 1311.0
24.5 49.5 776.13 0.0 1318.0
24.5 49.6 776.13 0.0 1314.0
24.5 49.7 776.12 0.0 1322.0
24.5 49.9 776.1 0.0 1315.0
24.5 49.9 776.11 0.0 1311.0
24.5 49.9 776.1 0.0 1323.0
24.5 49.9 776.15 0.0 1321.0
24.5 49.4 776.14 0.0 1319.0
24.5 49.2 776.09 0.0 1314.0
24.5 49.2 776.1 0.0 1325.0
24.5 49.3 776.14 0.0 1315.0
24.5 49.4 776.1 0.0 1322.0
24.5 49.4 776.12 0.0 1313.0
24.5 49.3 776.13 0.0 1319.0
24.5 49.3 776.09 0.0 1319.0
24.5 49.3 776.17 0.0 1319.0
24.5 49.3 776.13 0.0 1328.0
24.5 49.3 776.12 0.0 1313.0
24.5 49.3 776.09 0.0 1312.0
24.5 49.3 776.12 0.0 1322.0
24.5 49.4 776.14 0.0 1339.0
24.5 49.6 776.1 0.0 1317.0
24.5 49.5 776.11 0.0 1328.0
24.4 49.5 776.11 0.0 1328.0
24.5 49.4 776.12 0.0 1328.0
24.5 49.3 776.19 0.0 1341.0
24.5 49.3 776.13 0.0 1328.0
24.4 49.4 776.15 0.0 1343.0
24.5 49.4 776.19 0.0 1345.0
24.5 49.4 776.16 0.0 1349.0
24.5 49.4 776.14 0.0 1337.0
24.5 49.5 776.21 0.0 1323.0
24.5 49.4 776.15 0.0 1328.0
24.5 49.6 776.17 0.0 1331.0
24.5 49.5 776.18 0.0 1347.0
24.4 49.6 776.14 0.0 1349.0
24.5 49.6 776.15 0.0 1344.0
24.5 49.5 776.18 0.0 1329.0
24.4 49.6 776.16 0.0 1348.0
24.4 49.6 776.19 0.0 1328.0
24.5 49.6 776.17 0.0 1342.0
24.4 49.5 776.17 0.0 1347.0
24.5 49.7 776.17 0.0 1330.0
24.5 49.7 776.18 0.0 1337.0
24.5 49.3 776.16 0.0 1338.0
